chr,start,end,name,chrTSS,startTSS,endTSS,TargetGene,ReferenceID,CellType,EffectSize,pValueAdjusted,Significant,PowerAtEffectSize25,PowerAtEffectSize10,PowerAtEffectSize15,PowerAtEffectSize20,PowerAtEffectSize50,distanceToTSS,numTSSEnhGene,numCandidateEnhGene,normalizedDNase_enh,normalizedDNase_prom,numNearbyEnhancers,sumNearbyEnhancers,ubiquitousExpressedGene,3DContact,3DContact_squared,normalizedDNase_enh_squared,ABC.Score
chr19,13155431,13155951,RNASEH2A|chr19:13266245-13266765:*,chr19,12806556.0,12806557.0,RNASEH2A,39b33148,K562,-0.01319127,0.972976817,False,1.0,,,,,348577.0,18,58,6.898534,0.732846,1127,15896.9663,0,201.9313075,40776.25346,48.68679507,0.001745
chr1,114080465,114080965,SIKE1|chr1:114623087-114623587:.,chr1,114780684.0,114780685.0,SIKE1,2f957f7a,K562,-0.019105278,0.999918431,False,1.0,0.65,0.9,1.0,1.0,699947.0,8,42,2.868273,0.899594,84,281.537508,1,162.999065,26568.69519,8.226990003,0.000556
chr19,12647491,12648071,DHPS|chr19:12758305-12758885:*,chr19,12681901.0,12681902.0,DHPS,39b33148,K562,0.026163879,0.673925774,False,1.0,,,,,33568.0,4,7,2.8079975,0.895069,452,960.41412,1,1198.350635,1436046.523,8.608262298,0.003937
chr3,129104502,129105042,RPN1|chr3:128823345-128823885:*,chr3,128681074.0,128681075.0,RPN1,39b33148,K562,-0.01103525,0.946246071,False,1.0,,,,,453850.0,7,45,1.47795,0.604592,116,144.79062,1,377.455276,142472.4854,2.184336203,0.001022
chrX,48631297,48631817,GATA1|chrX:48489685-48490205:*,chrX,48786554.0,48786555.0,GATA1,39b33148,K562,0.02929835,0.858038167,False,1.0,,,,,154993.0,4,20,14.949019,0.732846,0,0.0,0,390.576745,152550.1937,223.4731691,0.004385
chr17,3969074,3969574,RNF167|chr17:3872368-3872868:.,chr17,4940008.0,4940009.0,RNF167,2f957f7a,K562,0.013682492,0.999918431,False,1.0,0.75,0.9,1.0,1.0,970717.0,29,72,6.581129,0.867609,483,3545.679977,1,117.0075,13690.75506,43.31125891,0.000496
chr20,5675386,5675886,PCNA|chr20:5656032-5656532:.,chr20,5126625.0,5126626.0,PCNA,2f957f7a,K562,-0.032328416,0.72138754,False,1.0,0.55,0.8,0.9,1.0,549052.0,8,28,6.021781,0.902545,59,101.415867,0,148.732928,22121.48387,36.26184641,0.001003
chr11,3878615,3879135,HBE1|chr11:3899845-3900365:*,chr11,5505651.0,5505652.0,HBE1,ac8d234e,K562,0.08436533,0.982456343,False,0.993596116,,,,,1391260.0,41,82,6.072188,0.582261,246,355.261515,0,48.686182,2370.344318,36.87146711,0.000334
chr9,136784146,136784646,EDF1|chr9:139678598-139679098:.,chr9,136866285.0,136866286.0,EDF1,2f957f7a,K562,-0.04134756,0.308127766,False,1.0,0.65,0.8,0.85,1.0,81954.0,8,14,1.957461,0.765,339,1278.90236,1,927.762073,860742.4641,3.831653567,0.00151
chr19,48875148,48876668,FUT1|chr19:49378405-49379925:*,chr19,48755389.0,48755390.0,FUT1,39b33148,K562,-0.07182317,0.888394097,False,0.809958115,,,,,120007.0,6,28,5.8022665,0.46683,1340,23004.35325,0,537.168879,288550.4346,33.71448315,0.003921
chr19,1101709,1102209,GAMT|chr19:1101708-1102208:.,chr19,1401569.0,1401570.0,GAMT,2f957f7a,K562,-0.022921776,0.999918431,False,1.0,0.55,0.85,0.95,1.0,299612.0,13,60,3.658534,0.526977,656,6121.082536,0,386.514425,149393.4007,13.38487103,0.000796
chr12,54579641,54580141,HNRNPA1|chr12:54973425-54973925:*,chr12,54280193.0,54280194.0,HNRNPA1,39b33148,K562,-0.01302337,0.967613757,False,0.999996831,,,,,299206.0,11,52,2.810231,0.983475,0,0.0,0,138.061038,19060.85021,7.897398273,0.000109
chr11,113730731,113731519,RBM7|chr11:113601453-113602241:.,chr11,114400030.0,114400031.0,RBM7,2f957f7a,K562,0.051140875,0.747123347,False,0.9,0.45,0.8,0.9,1.0,669457.0,10,52,2.505393,0.934458,118,152.554412,1,160.148208,25647.44853,6.276994084,0.000553
chr17,48521699,48522551,HOXB4|chr17:46599061-46599913:.,chr17,48580110.0,48580111.0,HOXB4,2f957f7a,K562,-0.044710816,0.617104699,False,1.0,0.35,0.8,0.9,1.0,56033.0,5,19,15.427053,0.716612,256,899.649792,0,1306.217468,1706204.074,237.9939643,0.015394
chr19,12563971,12564471,RNASEH2A|chr19:12674785-12675285:*,chr19,12806556.0,12806557.0,RNASEH2A,39b33148,K562,0.0095278,0.972976817,False,1.0,,,,,242354.0,16,33,3.839598,0.732846,0,0.0,0,516.304043,266569.8648,14.7425128,0.001242
chr19,49106488,49107008,FTL|chr19:49609745-49610265:*,chr19,48965301.0,48965302.0,FTL,39b33148,K562,-0.0305011,0.692175403,False,1.0,,,,,141461.0,14,20,3.106831,0.923014,0,0.0,0,409.198119,167443.1006,9.652398863,0.000437
chr7,64848967,64849927,ZNF273|chr7:64309345-64310305:.,chr7,64870172.0,64870173.0,ZNF273,2f957f7a,K562,-0.057913269,0.343930715,False,1.0,0.6,0.85,0.95,1.0,53618.0,1,11,5.794764,0.742597,0,0.0,0,824.264938,679412.688,33.57928982,0.009844
chr19,48943028,48943548,FTL|chr19:49446285-49446805:*,chr19,48965301.0,48965302.0,FTL,39b33148,K562,-0.08770899,0.100484514,False,1.0,,,,,21961.0,2,6,1.836814,0.923014,538,463.889693,0,1445.320712,2088951.961,3.373885671,0.000913
chrX,46913730,46914330,PLP2|chrX:46773165-46773765:*,chrX,49171926.0,49171927.0,PLP2,39b33148,K562,0.04817624,0.288753442,False,1.0,,,,,2257902.0,58,182,1.536336,0.526977,146,673.993378,0,74.263896,5515.126249,2.360328305,7.8e-05
chr14,68762693,68763722,ZFP36L1|chr14:69229410-69230439:.,chr14,68796252.0,68796253.0,ZFP36L1,2f957f7a,K562,-0.021190552,0.992420984,False,1.0,0.55,0.8,0.9,1.0,30728.0,1,8,14.521116,0.608657,51,418.140075,0,1421.981972,2022032.729,210.8628099,0.024683
chrX,50204414,50204954,GATA1|chrX:49969065-49969605:*,chrX,48786554.0,48786555.0,GATA1,39b33148,K562,-0.04366184,0.903240001,False,1.0,,,,,1418139.0,43,107,3.474133,0.732846,172,152.530288,0,69.887614,4884.278591,12.0696001,0.000182
chr17,41547888,41548388,TMEM99|chr17:39704140-39704640:.,chr17,40819106.0,40819107.0,TMEM99,2f957f7a,K562,-0.005108007,0.688614725,False,0.95,0.65,0.85,0.95,1.0,729012.0,53,38,2.810231,0.590511,170,2612.5549,0,830.580069,689863.251,7.897398273,0.00256
chr19,13022731,13023231,CALR|chr19:13133545-13134045:*,chr19,12938578.0,12938579.0,CALR,39b33148,K562,0.05365881,0.562965358,False,0.997393556,,,,,84567.0,5,12,4.833753,0.97208,0,0.0,1,636.938005,405690.0222,23.36516807,0.001328
chr11,65492527,65493335,SF3B2|chr11:65259998-65260806:.,chr11,66050729.0,66050730.0,SF3B2,2f957f7a,K562,-0.043332152,0.573142733,False,1.0,0.6,0.8,0.9,1.0,559556.0,36,75,6.639184,0.956547,1180,14906.43071,1,136.073707,18516.05374,44.07876419,0.00054
chr19,48584148,48584648,NUCB1|chr19:49087405-49087905:*,chr19,48900050.0,48900051.0,NUCB1,39b33148,K562,-0.00553995,0.955960674,False,1.0,,,,,315668.0,21,70,13.562324,0.966902,275,3096.059725,0,176.488114,31148.05438,183.9366323,0.000965
chr3,129673002,129673502,H1FX|chr3:129391845-129392345:*,chr3,129316276.0,129316277.0,H1FX,39b33148,K562,-0.017004156,0.922858088,False,0.999976218,,,,,356935.0,9,48,0.527759,0.554365,0,0.0,1,282.365252,79730.13554,0.278529562,0.000217
chr3,129015702,129016262,CNBP|chr3:128734545-128735105:*,chr3,129183921.0,129183922.0,CNBP,39b33148,K562,-0.01134982,0.999866357,False,0.99999997,,,,,167986.0,5,14,1.596818,0.698756,114,540.390438,1,971.709677,944219.6964,2.549827725,0.002106
chr17,42624116,42624616,VPS25|chr17:40776134-40776634:.,chr17,42773436.0,42773437.0,VPS25,2f957f7a,K562,-0.011945177,0.999918431,False,1.0,0.85,1.0,1.0,1.0,149031.0,8,20,10.347492,0.612044,171,686.946672,0,688.681933,474282.8048,107.0705907,0.00653
chr1,157227510,157228256,CCT3|chr1:157197300-157198046:.,chr1,156367872.0,156367873.0,CCT3,2f957f7a,K562,-0.046592817,0.952470431,False,1.0,0.75,0.85,0.9,1.0,889593.0,27,144,3.295117,0.972975,171,167.498433,1,8.011724,64.18772145,10.85779604,1.7e-05
chr3,129793882,129794402,CNBP|chr3:129512725-129513245:*,chr3,129183921.0,129183922.0,CNBP,39b33148,K562,0.05745206,0.9870619,False,0.999988558,,,,,610153.0,12,68,3.537403,0.698756,60,99.4836,1,105.448336,11119.35157,12.51321998,0.000506
chr6,31821167,31822455,ATF6B|chr6:31788944-31790232:.,chr6,32128252.0,32128253.0,ATF6B,2f957f7a,K562,0.024141973,0.958825893,False,1.0,0.75,0.8,1.0,1.0,306428.5,20,46,37.160358,0.966394,224,19284.83648,1,331.360049,109799.4821,1380.892207,0.004134
chr1,40036551,40037051,CAP1|chr1:40502223-40502723:.,chr1,40040233.0,40040234.0,CAP1,2f957f7a,K562,-0.010177297,0.999918431,False,1.0,0.7,0.85,1.0,1.0,3780.0,1,1,8.301755,0.969902,252,6035.185548,0,7765.530489,60303463.78,68.91913608,0.034317
chr11,9566611,9567111,IPO7|chr11:9588158-9588658:.,chr11,9384622.0,9384623.0,IPO7,2f957f7a,K562,-0.002766796,0.999918431,False,0.95,0.55,0.8,0.9,1.0,182249.0,3,11,3.474133,0.797905,78,1826.636916,1,461.344307,212838.5696,12.0696001,0.001967
chr6,18053073,18053924,DEK|chr6:18053304-18054155:.,chr6,18264822.0,18264823.0,DEK,2f957f7a,K562,0.004018879,0.999918431,False,0.95,0.5,0.8,0.95,1.0,210636.0,4,15,4.672161,0.848519,25,22.4893,0,261.746045,68510.99207,21.82908841,0.001641
chr3,129535902,129536402,SEC61A1|chr3:129254745-129255245:*,chr3,128051641.0,128051642.0,SEC61A1,39b33148,K562,-0.01548641,0.955579698,False,0.999995886,,,,,1483848.0,30,171,0.665236,0.678651,0,0.0,1,75.808944,5746.99599,0.442538936,9.2e-05
chr19,13069551,13070051,KLF1|chr19:13180365-13180865:*,chr19,12887198.0,12887199.0,KLF1,39b33148,K562,-0.00404488,0.936954932,False,1.0,,,,,182585.0,9,21,13.419089,0.743492,223,342.602928,0,391.385827,153182.8656,180.0719496,0.001854
chr14,23694591,23695091,NEDD8|chr14:24163800-24164300:.,chr14,24232453.0,24232454.0,NEDD8,2f957f7a,K562,-0.01278924,0.999918431,False,1.0,0.55,0.9,1.0,1.0,537541.0,23,21,0.824925,0.656537,0,0.0,1,90.097675,8117.59104,0.680501256,7.5e-05
chr19,49127808,49128508,NUCB1|chr19:49631065-49631765:*,chr19,48900050.0,48900051.0,NUCB1,39b33148,K562,-0.00416005,0.955960674,False,1.0,,,,,228221.0,21,34,21.769331,0.966902,532,3976.107352,0,393.947089,155194.3089,473.9037722,0.003458
chrX,47712546,47713186,GATA1|chrX:47571945-47572585:*,chrX,48786554.0,48786555.0,GATA1,39b33148,K562,0.03923591,0.953750081,False,0.999862485,,,,,1073581.0,23,71,16.913075,0.732846,72,180.388296,0,70.765576,5007.766747,286.052106,0.000899
chr6,4986918,4987543,LYRM4|chr6:4987152-4987777:.,chr6,5260938.0,5260939.0,LYRM4,2f957f7a,K562,0.033055669,0.970254826,False,0.95,0.55,0.85,0.95,1.0,273745.0,4,28,2.987986,0.837293,41,397.422799,1,206.073466,42466.27339,8.928060336,0.0008
chr7,7104054,7104776,RAC1|chr7:7143685-7144407:.,chr7,6374523.0,6374524.0,RAC1,2f957f7a,K562,0.022224483,0.825074753,False,0.95,0.55,0.8,0.95,1.0,730003.0,12,49,8.351981,0.841067,200,1730.17355,1,27.886909,777.6796936,69.75558662,0.000255
chr19,13069551,13070051,DHPS|chr19:13180365-13180865:*,chr19,12681901.0,12681902.0,DHPS,39b33148,K562,-0.033613473,0.56773854,False,1.0,,,,,387901.0,23,64,13.419089,0.895069,223,342.602928,1,168.659115,28445.89707,180.0719496,0.001323
chr6,32413542,32414042,NELFE|chr6:32381319-32381819:.,chr6,31959109.0,31959110.0,NELFE,2f957f7a,K562,0.015449066,0.999918431,False,1.0,0.65,0.8,1.0,1.0,454544.0,26,42,2.685397,0.976072,225,535.76955,0,181.090458,32793.75398,7.211357048,0.000158
chr4,102620594,102621094,UBE2D3|chr4:103541751-103542251:.,chr4,102868895.0,102868896.0,UBE2D3,2f957f7a,K562,-0.012985611,0.994958725,False,0.95,0.6,0.85,0.95,1.0,207154.0,3,22,2.868273,0.992766,58,63.762474,1,1333.156485,1777306.213,8.226990003,0.002472
chr6,26568592,26569571,ABT1|chr6:26568820-26569799:.,chr6,26596952.0,26596953.0,ABT1,2f957f7a,K562,-0.014898527,0.998133452,False,0.9,0.6,0.8,0.85,1.0,27870.0,2,8,17.131503,0.943482,303,3573.433212,1,1970.155352,3881512.111,293.488395,0.012208
chr6,26327194,26328421,ABT1|chr6:26327422-26328649:.,chr6,26596952.0,26596953.0,ABT1,2f957f7a,K562,-0.036848335,0.742280739,False,1.0,0.6,0.9,1.0,1.0,268749.0,12,55,6.5088635,0.943482,710,6604.825268,1,1453.042001,2111331.102,43.67933412,0.006842
chr7,25940888,25941388,CYCS|chr7:25980508-25981008:.,chr7,25125360.0,25125361.0,CYCS,2f957f7a,K562,-0.02917914,0.943528933,False,1.0,0.4,0.8,0.9,1.0,815809.0,3,50,5.477902,0.992355,46,65.321012,0,85.362255,7286.714579,30.00741032,0.00036
chr19,12964851,12965991,CALR|chr19:13075665-13076805:*,chr19,12938578.0,12938579.0,CALR,39b33148,K562,-0.01513699,0.802894414,False,1.0,,,,,26841.0,3,2,13.089102,0.97208,224,401.130016,1,1459.225434,2129338.867,171.3245912,0.008238
chr10,72244090,72245417,ANAPC16|chr10:74003848-74005175:.,chr10,72216000.0,72216001.0,ANAPC16,2f957f7a,K562,0.039978639,0.647961774,False,1.0,0.8,0.95,1.0,1.0,28337.0,2,3,8.248371,0.931699,164,1109.56045,1,2757.209189,7625740.142,82.07202128,0.029134
chr12,54005881,54006381,NFE2|chr12:54399665-54400165:*,chr12,54301120.0,54301121.0,NFE2,39b33148,K562,0.00401884,0.99826582,False,0.999989283,,,,,294898.0,13,43,4.955162,0.78888,543,998.861894,0,407.148588,165769.9727,24.55363045,0.000618
chr11,3808972,3809616,RHOG|chr11:3808972-3809616:.,chr11,3840983.0,3840984.0,RHOG,ebda246b,K562,0.045610736,1.0,False,1.0,0.5,0.8,0.95,1.0,31689.0,1,10,6.253512,0.816631,123,1021.115865,0,2957.75205,8748335.785,43.30171172,0.02856
chr12,53696201,53696701,HNRNPA1|chr12:54089985-54090485:*,chr12,54280193.0,54280194.0,HNRNPA1,39b33148,K562,0.01000726,0.967613757,False,0.999574286,,,,,584249.0,24,57,1.718913,0.983475,191,171.818252,0,257.484687,66298.36404,2.954661902,0.000124
chr22,39282872,39283372,RPL3|chr22:39678877-39679377:.,chr22,39320388.0,39320389.0,RPL3,2f957f7a,K562,0.074306967,0.408200676,False,1.0,0.55,0.85,1.0,1.0,36559.0,1,11,1.957461,0.774243,130,2040.42943,1,1148.560568,1319191.378,3.831653567,0.00232
chr11,33944736,33945236,CAPRIN1|chr11:33966283-33966783:.,chr11,34051683.0,34051684.0,CAPRIN1,2f957f7a,K562,-0.021047104,0.738576876,False,1.0,0.55,0.9,0.95,1.0,106736.0,1,15,26.460732,0.846681,70,536.965275,1,477.580691,228083.3164,700.170338,0.012249
chrX,154001551,154002590,MPP1|chrX:153267002-153268041:.,chrX,154821006.0,154821007.0,MPP1,2f957f7a,K562,0.041850937,0.737807675,False,1.0,0.6,0.9,1.0,1.0,803210.0,28,97,11.6921,0.888271,0,0.0,0,97.910468,9586.459744,136.7052024,0.001144
chr10,72297037,72297723,MRPS16|chr10:74056795-74057481:.,chr10,73252692.0,73252693.0,MRPS16,2f957f7a,K562,0.036857686,0.999918431,False,0.85,0.7,0.8,0.85,1.0,955278.0,12,81,7.8865,0.922118,164,3472.671956,1,138.787387,19261.93879,62.19688225,0.000594
chr1,114379902,114380402,BCAS2|chr1:114922524-114923024:.,chr1,114581638.0,114581639.0,BCAS2,2f957f7a,K562,-0.02878849,0.958825893,False,1.0,0.55,0.85,0.95,1.0,201449.0,2,26,24.6348,0.889819,0,0.0,1,544.82218,296831.2078,606.873371,0.014501
chr3,49465569,49466069,IMPDH2|chr3:49503002-49503502:.,chr3,49029407.0,49029408.0,IMPDH2,2f957f7a,K562,-0.031452876,0.999918431,False,1.0,0.65,0.85,1.0,1.0,436399.0,17,31,3.959088,0.703039,330,3328.67601,1,754.543691,569336.1816,15.67437779,0.002552
chr3,129612982,129613482,SEC61A1|chr3:129331825-129332325:*,chr3,128051641.0,128051642.0,SEC61A1,39b33148,K562,0.03806156,0.911219524,False,0.999999907,,,,,1560997.0,32,184,0.979523,0.678651,122,367.863672,1,46.176236,2132.244771,0.959465308,8.3e-05
chrX,49059774,49060274,HDAC6|chrX:48917305-48917805:*,chrX,48801377.0,48801378.0,HDAC6,39b33148,K562,0.031537816,0.729082519,False,1.0,,,,,257996.0,12,26,1.420022,0.999613,320,332.32136,1,222.964092,49712.98632,2.01646248,0.000113
chr8,101109486,101109834,POLR2K|chr8:101109486-101109834:.,chr8,100150584.0,100150585.0,POLR2K,ebda246b,K562,0.04207306,1.0,False,1.0,0.55,0.85,0.95,1.0,958545.5,8,96,10.289021,0.71262,0,0.0,0,212.516344,45163.19647,105.8639531,0.003633
chr11,3965539,3965758,RHOG|chr11:3965539-3965758:.,chr11,3840983.0,3840984.0,RHOG,ebda246b,K562,-0.040874631,1.0,False,1.0,0.55,0.8,0.95,1.0,124967.5,2,23,3.474133,0.816631,0,0.0,0,1157.97426,1340904.387,12.0696001,0.003104
chr7,140245668,140246350,MRPS33|chr7:139945468-139946150:.,chr7,141015227.0,141015228.0,MRPS33,2f957f7a,K562,0.061400424,0.706494148,False,0.95,0.45,0.8,0.9,1.0,768762.0,9,89,4.205269,0.896134,98,1091.453685,1,102.966769,10602.15552,17.68428736,0.000573
chr8,97783591,97783687,MTDH|chr8:97783591-97783687:.,chr8,97644179.0,97644180.0,MTDH,ebda246b,K562,0.002421018,1.0,False,1.0,0.65,0.85,1.0,1.0,139401.0,2,12,1.049332,0.780001,141,350.217868,0,580.528742,337013.6203,1.101097646,0.001208
chr3,129383242,129383742,SEC61A1|chr3:129102085-129102585:*,chr3,128051641.0,128051642.0,SEC61A1,39b33148,K562,0.03869079,0.911219524,False,0.999764045,,,,,1331128.0,25,153,2.017494,0.678651,60,49.4955,1,103.978276,10811.48188,4.07028204,0.000383
chr12,56877920,56878420,RPS26|chr12:57271704-57272204:.,chr12,56041853.0,56041854.0,RPS26,2f957f7a,K562,-0.010445363,0.872577955,False,1.0,0.4,0.9,1.0,1.0,836287.0,31,78,3.537403,0.973556,140,137.13322,0,62.275242,3878.205766,12.51321998,0.000111
chr11,1574600,1574957,CTSD|chr11:1574600-1574957:.,chr11,1764573.0,1764574.0,CTSD,ebda246b,K562,0.096947662,0.723307635,False,1.0,0.5,0.8,1.0,1.0,189134.0,10,12,2.254726,0.568591,107,539.122175,0,613.584118,376485.4699,5.083789335,0.002127
chr8,100985717,100986907,YWHAZ|chr8:100985717-100986907:.,chr8,100953388.0,100953389.0,YWHAZ,ebda246b,K562,-0.053115405,0.586684913,False,1.0,1.0,1.0,1.0,1.0,35284.0,1,4,4.08202,0.662634,72,285.846264,1,1189.770721,1415554.369,16.66288728,0.002902
chr19,14784691,14785585,DDX39A|chr19:14895503-14896397:.,chr19,14419382.0,14419383.0,DDX39A,2f957f7a,K562,-0.036971016,0.888830972,False,1.0,0.55,0.9,0.95,1.0,365772.0,11,34,7.031228,0.976846,498,1111.542225,1,86.168999,7425.096389,49.43816719,0.000267
chr12,118625219,118625841,PEBP1|chr12:119063024-119063646:.,chr12,118135858.0,118135859.0,PEBP1,2f957f7a,K562,-0.030988784,0.999918431,False,1.0,0.7,0.8,0.95,1.0,489590.0,3,28,4.08202,0.632488,83,162.469263,0,158.865166,25238.14097,16.66288728,0.0012
chr19,12202210,12202750,KLF1|chr19:12313025-12313565:*,chr19,12887198.0,12887199.0,KLF1,39b33148,K562,-0.01656696,0.625094288,False,1.0,,,,,684754.0,27,66,1.049332,0.743492,0,0.0,0,167.067699,27911.61605,1.101097646,6.2e-05
chrX,48940454,48940954,GATA1|chrX:48797725-48798225:*,chrX,48786554.0,48786555.0,GATA1,39b33148,K562,-0.03475769,0.953750081,False,1.0,,,,,154300.0,8,18,30.765452,0.732846,316,3982.201269,0,317.235531,100638.3821,946.5130368,0.007331
chrX,49155148,49156608,GATA1|chrX:49011485-49012945:*,chrX,48786554.0,48786555.0,GATA1,39b33148,K562,0.00334334,0.858038167,False,1.0,,,,,368850.0,16,45,21.9316265,0.732846,80,2156.01424,0,125.0853865,15646.35427,506.1821001,0.004121
chr3,52428474,52428974,RPL29|chr3:52462490-52462990:.,chr3,51995941.0,51995942.0,RPL29,2f957f7a,K562,0.024027512,0.999918431,False,1.0,0.65,0.85,0.95,1.0,432785.0,15,61,1.65806,0.612044,137,102.109525,1,398.351365,158683.81,2.749162964,0.000751
chr8,109362905,109363498,ENY2|chr8:109362905-109363498:.,chr8,109334324.0,109334325.0,ENY2,ebda246b,K562,-0.015269227,1.0,False,1.0,0.7,0.9,1.0,1.0,28846.0,0,0,2.979295,0.943385,52,58.615843,0,834.667948,696670.5834,8.876198697,0.003839
chr16,23784725,23785225,PLK1|chr16:23796046-23796546:.,chr16,23677656.0,23677657.0,PLK1,2f957f7a,K562,-0.028044799,0.994907781,False,1.0,0.45,0.9,1.0,1.0,106220.0,3,14,6.189533,0.652957,67,60.271324,0,282.947786,80059.4496,38.31031876,0.003672
chr2,8593172,8593672,ITGB1BP1|chr2:8733302-8733802:.,chr2,9423546.0,9423547.0,ITGB1BP1,2f957f7a,K562,0.007879779,0.999918431,False,0.95,0.6,0.8,0.9,1.0,830149.0,7,107,1.360203,0.879875,65,165.101263,0,105.658278,11163.67171,1.850152201,0.000191
chr8,101048662,101049162,PABPC1|chr8:102060890-102061390:.,chr8,100722808.0,100722809.0,PABPC1,2f957f7a,K562,0.032256208,0.947720754,False,1.0,0.85,0.95,1.0,1.0,326806.0,2,41,9.3694,0.882585,36,394.32006,1,298.012396,88811.38817,87.78565636,0.002834
chr1,46487761,46488261,PRDX1|chr1:46953433-46953933:.,chr1,45523046.0,45523047.0,PRDX1,2f957f7a,K562,0.001902984,0.999918431,False,1.0,0.65,0.8,1.0,1.0,966047.0,21,106,4.501853,0.94203,184,797.948292,1,57.508433,3307.219866,20.26668043,0.000187
chr10,5480444,5480944,GDI2|chr10:5522407-5522907:.,chr10,5842131.0,5842132.0,GDI2,2f957f7a,K562,-0.044517202,0.960722629,False,1.0,0.75,0.8,0.9,1.0,332862.0,7,45,6.797726,0.865262,132,1076.972556,1,220.544021,48639.6652,46.20907877,0.00194
chr2,10030262,10030762,YWHAQ|chr2:10170389-10170889:.,chr2,9631013.0,9631014.0,YWHAQ,2f957f7a,K562,-0.037337643,0.968536274,False,1.0,0.75,0.9,0.95,1.0,399391.0,3,67,3.23003,0.95962,99,710.09796,1,408.091616,166538.767,10.4330938,0.001096
chr2,42928543,42929043,COX7A2L|chr2:43155683-43156183:.,chr2,42425087.0,42425088.0,COX7A2L,2f957f7a,K562,0.053930355,0.708866886,False,0.95,0.75,0.9,0.9,1.0,567674.0,5,29,7.242088,0.842906,86,385.516199,1,130.803687,17109.60453,52.4478386,0.00144
chr14,68816084,68817015,ERH|chr14:69282801-69283732:.,chr14,69398626.0,69398627.0,ERH,2f957f7a,K562,-0.019114894,0.999918431,False,1.0,0.85,0.95,0.95,1.0,581683.0,6,40,6.125955,0.732846,156,333.763404,1,157.468318,24796.27117,37.52732466,0.002368
chr17,74513831,74515116,SUMO2|chr17:72509970-72511255:.,chr17,75182982.0,75182983.0,SUMO2,2f957f7a,K562,0.033821115,0.999918431,False,1.0,0.75,0.9,0.95,1.0,668958.0,28,71,0.745325,0.8063,0,0.0,1,74.398431,5535.126535,0.555509356,4.9e-05
chr6,31821167,31822455,DDX39B|chr6:31788944-31790232:.,chr6,31542447.0,31542448.0,DDX39B,2f957f7a,K562,-0.013400293,0.95303559,False,1.0,0.5,0.9,1.0,1.0,279336.5,36,44,37.160358,0.938788,224,19284.83648,1,765.318993,585713.161,1380.892207,0.008785
chrX,48752502,48753002,PQBP1|chrX:48610905-48611405:*,chrX,48897912.0,48897913.0,PQBP1,39b33148,K562,-0.06078233,0.471404089,False,1.0,,,,,145035.0,7,22,1.175602,0.989572,160,143.93152,1,338.32151,114461.4441,1.382040062,0.000204
chr19,18291477,18292285,CCDC124|chr19:18402287-18403095:.,chr19,17933016.0,17933017.0,CCDC124,2f957f7a,K562,0.0033451,0.999918431,False,1.0,0.55,0.8,1.0,1.0,356780.0,14,58,22.898519,0.317115,326,4134.647568,1,214.527301,46021.96287,524.3421724,0.002682
chr15,88919731,88920974,MRPL46|chr15:89462962-89464205:.,chr15,88467418.0,88467419.0,MRPL46,2f957f7a,K562,-0.01670276,0.999918431,False,0.95,0.55,0.85,0.9,1.0,453324.0,9,35,2.318416,0.710152,162,236.252106,1,306.589296,93996.99642,5.375052749,0.001241
chr8,100415516,100416528,YWHAZ|chr8:100415516-100416528:.,chr8,100953388.0,100953389.0,YWHAZ,ebda246b,K562,0.011891372,1.0,False,1.0,0.55,0.85,0.95,1.0,535364.5,4,55,5.071901,0.662634,36,37.775952,1,158.334944,25069.95449,25.72417975,0.00048
chr12,54018561,54019101,HNRNPA1|chr12:54412345-54412885:*,chr12,54280193.0,54280194.0,HNRNPA1,39b33148,K562,0.01639269,0.967613757,False,0.999999001,,,,,262240.5,10,31,20.100043,0.983475,181,110.548465,0,647.275141,418965.1082,404.0117286,0.003639
chr12,53989021,53989521,HNRNPA1|chr12:54382805-54383305:*,chr12,54280193.0,54280194.0,HNRNPA1,39b33148,K562,0.00209579,0.998348136,False,0.987888182,,,,,291391.0,15,39,2.987986,0.983475,546,2337.836592,0,516.22895,266492.3288,8.928060336,0.000431
